gene_id,gene_name,qualifier,go_id,reference,evidence_code,go_aspect,full_name,synonyms,object_type,date,source
S000002202,MTF2,located_in,GO:0005739,PMID:24769239,HDA,C,Mitochondrial protein that interacts with mitochondrial RNA polymerase,YDL044C|NAM1,protein,20150803,SGD
S000000813,TIR1,located_in,GO:0000324,PMID:26928762,HDA,C,Cell wall mannoprotein,YER011W|SRP1|GPI-anchored mannoprotein,protein,20160603,SGD
S000000813,TIR1,located_in,GO:0071944,PMID:26928762,HDA,C,Cell wall mannoprotein,YER011W|SRP1|GPI-anchored mannoprotein,protein,20160603,SGD
S000000854,HOM3,located_in,GO:0005737,PMID:14562095,HDA,C,Aspartate kinase (L-aspartate 4-P-transferase),YER052C|BOR1|SIL4|THR3|aspartate kinase,protein,20031028,SGD
S000002353,SNF3,located_in,GO:0071944,PMID:26928762,HDA,C,"Plasma membrane low glucose sensor, regulates glucose transport",YDL194W|glucose sensor,protein,20160603,SGD
S000003041,HSF1,enables,GO:0043565,PMID:19111667,HDA,F,Trimeric heat shock transcription factor,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,protein,20090205,SGD
S000003041,HSF1,located_in,GO:0005739,PMID:14576278,HDA,C,Trimeric heat shock transcription factor,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,protein,20040928,SGD
S000003041,HSF1,located_in,GO:0005739,PMID:16823961,HDA,C,Trimeric heat shock transcription factor,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,protein,20061212,SGD
S000002655,VHS1,enables,GO:0106311,GO_REF:0000003,IEA,F,Cytoplasmic serine/threonine protein kinase,YDR247W|putative serine/threonine protein kinase VHS1,protein,20210410,UniProt
S000002351,ARF1,located_in,GO:0005794,PMID:14562095,HDA,C,ADP-ribosylation factor,YDL192W|Arf family GTPase ARF1,protein,20130226,SGD
S000002351,ARF1,located_in,GO:0005829,PMID:26928762,HDA,C,ADP-ribosylation factor,YDL192W|Arf family GTPase ARF1,protein,20160603,SGD
S000000100,UTP20,part_of,GO:0030688,PMID:17652137,IDA,C,Component of the small-subunit (SSU) processome,YBL004W,protein,20090605,SGD
S000000100,UTP20,part_of,GO:0032040,PMID:15590835,IDA,C,Component of the small-subunit (SSU) processome,YBL004W,protein,20070919,SGD
S000000097,ECM15,enables,GO:0003674,GO_REF:0000015,ND,F,Non-essential protein of unknown function,YBL001C,protein,20020927,SGD
S000000097,ECM15,involved_in,GO:0008150,GO_REF:0000015,ND,P,Non-essential protein of unknown function,YBL001C,protein,20121106,SGD
S000000206,RER2,enables,GO:0004659,PMID:17345630,IDA,F,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20070312,SGD
S000000206,RER2,enables,GO:0004659,PMID:9858571,IDA,F,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20020307,SGD
S000000206,RER2,enables,GO:0045547,PMID:11442630,IDA,F,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20050708,SGD
S000000206,RER2,involved_in,GO:0006486,PMID:9858571,IDA,P,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20020307,SGD
S000000206,RER2,involved_in,GO:0006486,PMID:9858571,IMP,P,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20020307,SGD
S000000206,RER2,involved_in,GO:0006888,PMID:12911815,IMP,P,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20050712,SGD
S000000206,RER2,involved_in,GO:0019408,PMID:10217761,IDA,P,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20020827,SGD
S000000206,RER2,involved_in,GO:0019408,PMID:25066056,IDA,P,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20150702,SGD
S000000206,RER2,located_in,GO:0005783,PMID:11442630,IDA,C,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20020307,SGD
S000000206,RER2,located_in,GO:0005783,PMID:24868093,IDA,C,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20140606,SGD
S000000206,RER2,located_in,GO:0005783,PMID:9858571,IDA,C,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20020307,SGD
S000000206,RER2,located_in,GO:0005811,PMID:24868093,IDA,C,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20140606,SGD
S000000206,RER2,part_of,GO:1904423,PMID:25066056,IDA,C,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20150702,SGD
S000002385,GCS1,enables,GO:0003779,PMID:10069805,IDA,F,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20030509,SGD
S000002385,GCS1,enables,GO:0005096,PMID:15975906,IDA,F,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20101019,SGD
S000002385,GCS1,enables,GO:0005096,PMID:8816753,IDA,F,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20010118,SGD
S000002385,GCS1,involved_in,GO:0006888,PMID:9927415,IMP,P,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20010118,SGD
S000002385,GCS1,involved_in,GO:0006890,PMID:9927415,IDA,P,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20010118,SGD
S000002385,GCS1,involved_in,GO:0006890,PMID:9927415,IMP,P,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20010118,SGD
S000028508,VMA9,involved_in,GO:0034622,PMID:16569636,IMP,P,Vacuolar H+ ATPase subunit e of the V-ATPase V0 subcomplex,YCL005W-A|CWH36|LDB10|H(+)-transporting V0 sector ATPase subunit e,protein,20170427,SGD
S000028508,VMA9,involved_in,GO:0034622,PMID:16569636,IPI,P,Vacuolar H+ ATPase subunit e of the V-ATPase V0 subcomplex,YCL005W-A|CWH36|LDB10|H(+)-transporting V0 sector ATPase subunit e,protein,20170427,SGD
S000002655,VHS1,enables,GO:0106310,GO_REF:0000003,IEA,F,Cytoplasmic serine/threonine protein kinase,YDR247W|putative serine/threonine protein kinase VHS1,protein,20210410,UniProt
S000002385,GCS1,involved_in,GO:0030037,PMID:10069805,IMP,P,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20010705,SGD
S000002833,SNX41,involved_in,GO:0042147,GO_REF:0000002,IEA,P,Sorting nexin,YDR425W,protein,20210410,InterPro
S000002385,GCS1,involved_in,GO:0043001,PMID:16926193,IMP,P,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20060926,SGD
S000002385,GCS1,located_in,GO:0005768,PMID:16452633,IDA,C,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20060822,SGD
S000002554,EKI1,involved_in,GO:0008654,GO_REF:0000043,IEA,P,Ethanolamine kinase,YDR147W|bifunctional choline kinase/ethanolamine kinase EKI1,protein,20210410,UniProt
S000002385,GCS1,located_in,GO:0005802,PMID:16452633,IDA,C,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20060822,SGD
S000002385,GCS1,located_in,GO:0005856,PMID:10069805,IMP,C,ADP-ribosylation factor GTPase activating protein (ARF GAP),YDL226C|GTPase-activating protein GCS1,protein,20010118,SGD
S000005279,DDI3,enables,GO:0016829,GO_REF:0000043,IEA,F,Cyanamide hydratase that detoxifies cyanamide,YNL335W|cyanamide hydratase,protein,20210410,UniProt
S000002685,MTH1,enables,GO:0003674,GO_REF:0000015,ND,F,Negative regulator of the glucose-sensing signal transduction pathway,YDR277C|DGT1|HTR1|BPC1,protein,20021003,SGD
S000002554,EKI1,involved_in,GO:0016310,GO_REF:0000043,IEA,P,Ethanolamine kinase,YDR147W|bifunctional choline kinase/ethanolamine kinase EKI1,protein,20210410,UniProt
S000001082,BCD1,enables,GO:0030515,PMID:31537647,IDA,F,Essential protein required for the accumulation of box C/D snoRNA,YHR040W,protein,20191004,SGD
S000002572,TRM82,involved_in,GO:0030488,GO_REF:0000104,IEA,P,Noncatalytic subunit of a tRNA methyltransferase complex,YDR165W,protein,20210410,UniProt
S000002864,NHX1,located_in,GO:0016021,GO_REF:0000043,IEA,C,Na+/H+ and K+/H+ exchanger,YDR456W|VPL27|VPS44|NHA2|bifunctional K:H/Na:H antiporter NHX1,protein,20210410,UniProt
S000001082,BCD1,involved_in,GO:0000492,PMID:31537647,IDA,P,Essential protein required for the accumulation of box C/D snoRNA,YHR040W,protein,20191004,SGD
S000001082,BCD1,involved_in,GO:0042254,PMID:31537647,IDA,P,Essential protein required for the accumulation of box C/D snoRNA,YHR040W,protein,20191004,SGD
S000000206,RER2,contributes_to,GO:0045547,PMID:25066056,IDA,F,Forms the dehydrodolichyl diphosphate synthase (DDS) complex with NUS1,"YBR002C|ditrans,polycis-polyprenyl diphosphate synthase",protein,20150707,SGD
S000002685,MTH1,involved_in,GO:0007165,PMID:10629208,IMP,P,Negative regulator of the glucose-sensing signal transduction pathway,YDR277C|DGT1|HTR1|BPC1,protein,20021003,SGD
S000001121,IRE1,located_in,GO:0005789,GO_REF:0000044,IEA,C,Serine-threonine kinase and endoribonuclease,YHR079C|ERN1|bifunctional endoribonuclease/protein kinase IRE1,protein,20210410,UniProt
S000002794,MUS81,located_in,GO:0005634,GO_REF:0000044,IEA,C,Subunit of structure-specific Mms4p-Mus81p endonuclease,YDR386W|SLX3,protein,20210410,UniProt
S000002795,CIN10,involved_in,GO:0008643,GO_REF:0000043,IEA,P,Putative transporter,YDR387C,protein,20210410,UniProt
S000004568,CUE4,enables,GO:0043130,GO_REF:0000002,IEA,F,Protein of unknown function,YML101C,protein,20210410,InterPro
S000004374,NAM2,located_in,GO:0005739,PMID:14576278,HDA,C,Mitochondrial leucyl-tRNA synthetase,YLR382C|LeuRS|MSL1|leucine--tRNA ligase NAM2,protein,20040924,SGD
S000004374,NAM2,located_in,GO:0005739,PMID:16823961,HDA,C,Mitochondrial leucyl-tRNA synthetase,YLR382C|LeuRS|MSL1|leucine--tRNA ligase NAM2,protein,20061212,SGD
S000002914,GMC1,involved_in,GO:0006811,GO_REF:0000002,IEA,P,Protein involved in meiotic progression,YDR506C|putative oxidoreductase,protein,20210410,InterPro
S000002794,MUS81,involved_in,GO:0006281,GO_REF:0000043,IEA,P,Subunit of structure-specific Mms4p-Mus81p endonuclease,YDR386W|SLX3,protein,20210410,UniProt
S000002794,MUS81,involved_in,GO:0006310,GO_REF:0000043,IEA,P,Subunit of structure-specific Mms4p-Mus81p endonuclease,YDR386W|SLX3,protein,20210410,UniProt
S000002795,CIN10,involved_in,GO:0015798,GO_REF:0000108,IEA,P,Putative transporter,YDR387C,protein,20210411,GOC
S000002685,MTH1,is_active_in,GO:0005575,GO_REF:0000015,ND,C,Negative regulator of the glucose-sensing signal transduction pathway,YDR277C|DGT1|HTR1|BPC1,protein,20021003,SGD
S000004158,UPS2,enables,GO:0003674,GO_REF:0000015,ND,F,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090626,SGD
S000004158,UPS2,involved_in,GO:0015914,PMID:27354379,IDA,P,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20160921,SGD
S000004158,UPS2,involved_in,GO:0032048,PMID:19506038,IGI,P,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090625,SGD
S000004158,UPS2,involved_in,GO:0042407,PMID:19221197,IMP,P,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090520,SGD
S000004158,UPS2,involved_in,GO:0042407,PMID:19221197,IGI,P,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090520,SGD
S000004158,UPS2,involved_in,GO:0046337,PMID:19221197,IMP,P,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090626,SGD
S000004158,UPS2,involved_in,GO:0046337,PMID:19221197,IGI,P,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090626,SGD
S000004158,UPS2,involved_in,GO:0046337,PMID:19221197,IGI,P,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090626,SGD
S000004158,UPS2,involved_in,GO:2001246,PMID:22403410,IMP,P,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20120321,SGD
S000004158,UPS2,located_in,GO:0005758,PMID:19506038,IDA,C,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090625,SGD
S000004158,UPS2,located_in,GO:0031314,PMID:19506038,IDA,C,Mitochondrial intermembrane space protein,YLR168C|AIM30|GEP1|MSF1'|MSF1,protein,20090625,SGD
S000004374,NAM2,located_in,GO:0005739,PMID:24769239,HDA,C,Mitochondrial leucyl-tRNA synthetase,YLR382C|LeuRS|MSL1|leucine--tRNA ligase NAM2,protein,20150803,SGD
S000001572,MIF2,enables,GO:0019237,PMID:9407032,IDA,F,Centromeric CDEIII region binding protein,YKL089W,protein,20110405,SGD
S000001572,MIF2,involved_in,GO:0007059,PMID:22561346,IGI,P,Centromeric CDEIII region binding protein,YKL089W,protein,20121107,SGD
S000001572,MIF2,involved_in,GO:0007059,PMID:8408221,IMP,P,Centromeric CDEIII region binding protein,YKL089W,protein,20050329,SGD
S000005641,TRS33,involved_in,GO:0034622,PMID:19843283,IGI,P,"Core component of TRAPP complexes I, II and IV",YOR115C,protein,20170427,SGD
S000005669,THI80,enables,GO:0004788,PMID:18652651,IDA,F,Thiamine pyrophosphokinase,YOR143C|thiamine diphosphokinase,protein,20080727,SGD
S000005669,THI80,enables,GO:0004788,PMID:8394343,IDA,F,Thiamine pyrophosphokinase,YOR143C|thiamine diphosphokinase,protein,20010118,SGD
S000005669,THI80,enables,GO:0004788,PMID:8394343,IMP,F,Thiamine pyrophosphokinase,YOR143C|thiamine diphosphokinase,protein,20010118,SGD
S000005669,THI80,involved_in,GO:0009229,PMID:8394343,IMP,P,Thiamine pyrophosphokinase,YOR143C|thiamine diphosphokinase,protein,20040713,SGD
S000004700,CTF13,enables,GO:0008301,PMID:10097110,IDA,F,Subunit of the CBF3 complex,YMR094W|CBF3C,protein,20021017,SGD
S000004700,CTF13,involved_in,GO:0000921,PMID:16330709,IMP,P,Subunit of the CBF3 complex,YMR094W|CBF3C,protein,20070705,SGD
S000004700,CTF13,involved_in,GO:0051382,PMID:12084919,IDA,P,Subunit of the CBF3 complex,YMR094W|CBF3C,protein,20050720,SGD
S000002795,CIN10,located_in,GO:0016020,GO_REF:0000043,IEA,C,Putative transporter,YDR387C,protein,20210410,UniProt
S000002795,CIN10,located_in,GO:0016020,GO_REF:0000044,IEA,C,Putative transporter,YDR387C,protein,20210410,UniProt
S000004700,CTF13,part_of,GO:0031518,PMID:1997204,IDA,C,Subunit of the CBF3 complex,YMR094W|CBF3C,protein,20070207,SGD
S000004700,CTF13,part_of,GO:0031518,PMID:8670864,IDA,C,Subunit of the CBF3 complex,YMR094W|CBF3C,protein,20070207,SGD
S000004700,CTF13,part_of,GO:0031518,PMID:8706132,IDA,C,Subunit of the CBF3 complex,YMR094W|CBF3C,protein,20070207,SGD
S000000240,CSG2,enables,GO:0030234,PMID:12954640,IMP,F,Endoplasmic reticulum membrane protein,YBR036C|CLS2|mannosylinositol phosphorylceramide synthase regulatory subunit,protein,20040102,SGD
S000002795,CIN10,located_in,GO:0016021,GO_REF:0000043,IEA,C,Putative transporter,YDR387C,protein,20210410,UniProt
S000000240,CSG2,involved_in,GO:0006874,PMID:7854312,IMP,P,Endoplasmic reticulum membrane protein,YBR036C|CLS2|mannosylinositol phosphorylceramide synthase regulatory subunit,protein,20020906,SGD
S000001121,IRE1,enables,GO:0106311,GO_REF:0000003,IEA,F,Serine-threonine kinase and endoribonuclease,YHR079C|ERN1|bifunctional endoribonuclease/protein kinase IRE1,protein,20210410,UniProt
S000001121,IRE1,located_in,GO:0016020,GO_REF:0000043,IEA,C,Serine-threonine kinase and endoribonuclease,YHR079C|ERN1|bifunctional endoribonuclease/protein kinase IRE1,protein,20210410,UniProt
S000002794,MUS81,enables,GO:0004519,GO_REF:0000043,IEA,F,Subunit of structure-specific Mms4p-Mus81p endonuclease,YDR386W|SLX3,protein,20210410,UniProt
S000002794,MUS81,involved_in,GO:0006974,GO_REF:0000043,IEA,P,Subunit of structure-specific Mms4p-Mus81p endonuclease,YDR386W|SLX3,protein,20210410,UniProt
S000002794,MUS81,enables,GO:0004518,GO_REF:0000043,IEA,F,Subunit of structure-specific Mms4p-Mus81p endonuclease,YDR386W|SLX3,protein,20210410,UniProt
S000002794,MUS81,enables,GO:0016787,GO_REF:0000043,IEA,F,Subunit of structure-specific Mms4p-Mus81p endonuclease,YDR386W|SLX3,protein,20210410,UniProt
S000002794,MUS81,enables,GO:0046872,GO_REF:0000043,IEA,F,Subunit of structure-specific Mms4p-Mus81p endonuclease,YDR386W|SLX3,protein,20210410,UniProt
S000002801,SHE9,located_in,GO:0005743,GO_REF:0000044,IEA,C,Protein required for normal mitochondrial morphology,YDR393W|MDM33,protein,20210410,UniProt
S000002801,SHE9,located_in,GO:0005743,GO_REF:0000043,IEA,C,Protein required for normal mitochondrial morphology,YDR393W|MDM33,protein,20210410,UniProt
S000005185,ZWF1,located_in,GO:0005737,PMID:11914276,HDA,C,Glucose-6-phosphate dehydrogenase (G6PD),YNL241C|MET19|POS10|glucose-6-phosphate dehydrogenase,protein,20020507,SGD
S000002801,SHE9,located_in,GO:0016021,GO_REF:0000043,IEA,C,Protein required for normal mitochondrial morphology,YDR393W|MDM33,protein,20210410,UniProt
S000005675,SMP3,enables,GO:0016740,GO_REF:0000043,IEA,F,"Alpha 1,2-mannosyltransferase","YOR149C|LAS2|SAP2|glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase",protein,20210410,UniProt
S000000240,CSG2,located_in,GO:0030176,PMID:7854312,IDA,C,Endoplasmic reticulum membrane protein,YBR036C|CLS2|mannosylinositol phosphorylceramide synthase regulatory subunit,protein,20020906,SGD
S000004390,SKI2,involved_in,GO:0034427,PMID:10611222,IMP,P,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20081006,SGD
S000004390,SKI2,involved_in,GO:0034427,PMID:9482746,IMP,P,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20081006,SGD
S000004390,SKI2,involved_in,GO:0070478,PMID:12769863,IGI,P,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20090306,SGD
S000004390,SKI2,involved_in,GO:0070478,PMID:12881429,IMP,P,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20090306,SGD
S000004390,SKI2,involved_in,GO:0070478,PMID:12881429,IGI,P,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20090306,SGD
S000005185,ZWF1,located_in,GO:0005737,PMID:14562095,HDA,C,Glucose-6-phosphate dehydrogenase (G6PD),YNL241C|MET19|POS10|glucose-6-phosphate dehydrogenase,protein,20031028,SGD
S000002801,SHE9,located_in,GO:0005739,GO_REF:0000043,IEA,C,Protein required for normal mitochondrial morphology,YDR393W|MDM33,protein,20210410,UniProt
S000002801,SHE9,located_in,GO:0016020,GO_REF:0000043,IEA,C,Protein required for normal mitochondrial morphology,YDR393W|MDM33,protein,20210410,UniProt
S000005675,SMP3,enables,GO:0016757,GO_REF:0000043,IEA,F,"Alpha 1,2-mannosyltransferase","YOR149C|LAS2|SAP2|glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase",protein,20210410,UniProt
S000005675,SMP3,involved_in,GO:0006506,GO_REF:0000041,IEA,P,"Alpha 1,2-mannosyltransferase","YOR149C|LAS2|SAP2|glycosylphosphatidylinositol-alpha 1,2 mannosyltransferase",protein,20210410,UniProt
S000004390,SKI2,involved_in,GO:0070481,PMID:11910110,IMP,P,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20090306,SGD
S000004390,SKI2,involved_in,GO:0070481,PMID:17660569,IMP,P,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20090306,SGD
S000004390,SKI2,located_in,GO:0005737,PMID:23222640,IDA,C,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20140509,SGD
S000004390,SKI2,part_of,GO:0055087,PMID:10744028,IDA,C,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20071114,SGD
S000004390,SKI2,part_of,GO:0055087,PMID:18042677,IDA,C,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20090302,SGD
S000004390,SKI2,part_of,GO:0055087,PMID:18042677,IPI,C,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20090302,SGD
S000004390,SKI2,part_of,GO:0055087,PMID:18042677,IPI,C,Ski complex component and putative RNA helicase,YLR398C|SKI complex RNA helicase subunit SKI2,protein,20090302,SGD
