gene_id,gene_name,full_name,qualifier,go_id,evidence,go_aspect,synonyms,date,assigned_by
S000007253,MBF1,Transcriptional coactivator,involved_in,GO:0045944,IDA,P,YOR298C-A|SUF13|multiprotein-bridging factor 1,20021105,SGD
S000006169,GAL4,DNA-binding transcription factor required for activating GAL genes,involved_in,GO:0006355,IEA,P,YPL248C|GAL81|galactose-responsive transcription factor GAL4,20210410,InterPro
S000006169,GAL4,DNA-binding transcription factor required for activating GAL genes,involved_in,GO:0006355,IEA,P,YPL248C|GAL81|galactose-responsive transcription factor GAL4,20210410,InterPro
S000004000,TEN1,Protein that regulates telomeric length,involved_in,GO:0006357,IMP,P,YLR010C,20200207,SGD
S000000364,CDC28,Cyclin-dependent kinase (CDK) catalytic subunit,involved_in,GO:0045944,IMP,P,YBR160W|CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28,20121210,SGD
S000006227,EAF3,Component of the Rpd3S histone deacetylase complex,involved_in,GO:0006355,IEA,P,YPR023C,20210410,InterPro
S000002632,HTB1,Histone H2B,involved_in,GO:0000122,IMP,P,YDR224C|SPT12|histone H2B,20070604,SGD
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000005733,RET1,Second-largest subunit of RNA polymerase III,involved_in,GO:0006351,IEA,P,YOR207C|PDS2|RPC2|RPC128|C128|DNA-directed RNA polymerase III core subunit RET1,20210410,InterPro
S000000735,GCN4,bZIP transcriptional activator of amino acid biosynthetic genes,enables,GO:0003700,IDA,F,YEL009C|AAS3|ARG9|AAS101|amino acid starvation-responsive transcription factor GCN4,20111114,SGD
S000000735,GCN4,bZIP transcriptional activator of amino acid biosynthetic genes,enables,GO:0003700,IMP,F,YEL009C|AAS3|ARG9|AAS101|amino acid starvation-responsive transcription factor GCN4,20111114,SGD
S000000735,GCN4,bZIP transcriptional activator of amino acid biosynthetic genes,involved_in,GO:0000122,IMP,P,YEL009C|AAS3|ARG9|AAS101|amino acid starvation-responsive transcription factor GCN4,20100326,SGD
S000000735,GCN4,bZIP transcriptional activator of amino acid biosynthetic genes,involved_in,GO:0000122,IMP,P,YEL009C|AAS3|ARG9|AAS101|amino acid starvation-responsive transcription factor GCN4,20160426,SGD
S000001873,GAT1,Transcriptional activator of nitrogen catabolite repression genes,enables,GO:0003700,IEA,F,YFL021W|NIL1|MEP80,20210410,InterPro
S000001627,RPC25,RNA polymerase III subunit C25,involved_in,GO:0006351,IEA,P,YKL144C|YKL1|C25|DNA-directed RNA polymerase III subunit RPC25,20210410,InterPro
S000001627,RPC25,RNA polymerase III subunit C25,involved_in,GO:0006351,IEA,P,YKL144C|YKL1|C25|DNA-directed RNA polymerase III subunit RPC25,20210410,InterPro
S000002299,RPO21,RNA polymerase II largest subunit B220,involved_in,GO:0006366,IMP,P,YDL140C|RPB1|RPB220|SUA8|B220|DNA-directed RNA polymerase II core subunit RPO21|SIT1,20100119,SGD
S000004515,GAL80,Transcriptional regulator involved in the repression of GAL genes,involved_in,GO:0000122,IMP,P,YML051W|transcription regulator GAL80,20110622,SGD
S000005366,TOP1,Topoisomerase I,involved_in,GO:0006357,IMP,P,YOL006C|MAK1|MAK17|DNA topoisomerase 1,20010118,SGD
S000002633,HTA1,Histone H2A,involved_in,GO:0000122,IMP,P,YDR225W|H2A1|SPT11|histone H2A,20070604,SGD
S000003026,RAD6,Ubiquitin-conjugating enzyme (E2),involved_in,GO:0006366,IPI,P,YGL058W|PSO8|UBC2|E2 ubiquitin-conjugating protein RAD6,20091111,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0000122,IMP,P,YMR043W|FUN80|transcription factor MCM1,20200212,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0045944,IDA,P,YMR043W|FUN80|transcription factor MCM1,20200212,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0045944,IMP,P,YMR043W|FUN80|transcription factor MCM1,20200212,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0045944,IMP,P,YMR043W|FUN80|transcription factor MCM1,20200212,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0045944,IMP,P,YMR043W|FUN80|transcription factor MCM1,20200212,SGD
S000005111,SKO1,Basic leucine zipper transcription factor of the ATF/CREB family,enables,GO:0003700,IEA,F,YNL167C|ACR1,20210410,InterPro
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0000122,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20200213,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0000122,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20200213,SGD
S000002266,KIN28,"Ser/Thr protein kinase and subunit of TFIIK, a TFIIH subassembly",involved_in,GO:0006366,IDA,P,YDL108W|TFIIH complex serine/threonine-protein kinase subunit KIN28,20100519,SGD
S000002266,KIN28,"Ser/Thr protein kinase and subunit of TFIIK, a TFIIH subassembly",involved_in,GO:0006366,IMP,P,YDL108W|TFIIH complex serine/threonine-protein kinase subunit KIN28,20100601,SGD
S000002266,KIN28,"Ser/Thr protein kinase and subunit of TFIIK, a TFIIH subassembly",involved_in,GO:0006366,IMP,P,YDL108W|TFIIH complex serine/threonine-protein kinase subunit KIN28,20100601,SGD
S000002266,KIN28,"Ser/Thr protein kinase and subunit of TFIIK, a TFIIH subassembly",involved_in,GO:0045944,IDA,P,YDL108W|TFIIH complex serine/threonine-protein kinase subunit KIN28,20110207,SGD
S000005666,SFL1,Transcriptional repressor and activator,involved_in,GO:0000122,IMP,P,YOR140W,20200213,SGD
S000000911,FLO8,Transcription factor,involved_in,GO:0045944,IMP,P,YER109C|PHD5|YER108C|STA10|transcription factor FLO8,20200212,SGD
S000000911,FLO8,Transcription factor,involved_in,GO:0045944,IDA,P,YER109C|PHD5|YER108C|STA10|transcription factor FLO8,20200212,SGD
S000000911,FLO8,Transcription factor,involved_in,GO:0045944,IMP,P,YER109C|PHD5|YER108C|STA10|transcription factor FLO8,20200212,SGD
S000006098,CUP9,Homeodomain-containing transcriptional repressor,involved_in,GO:0000122,IMP,P,YPL177C,20200213,SGD
S000006098,CUP9,Homeodomain-containing transcriptional repressor,involved_in,GO:0000122,IMP,P,YPL177C,20200213,SGD
S000006098,CUP9,Homeodomain-containing transcriptional repressor,involved_in,GO:0000122,IMP,P,YPL177C,20200213,SGD
S000006098,CUP9,Homeodomain-containing transcriptional repressor,involved_in,GO:0000122,IMP,P,YPL177C,20200213,SGD
S000006098,CUP9,Homeodomain-containing transcriptional repressor,involved_in,GO:0000122,IMP,P,YPL177C,20200213,SGD
S000005242,CLA4,Cdc42p-activated signal transducing kinase,involved_in,GO:0000122,IMP,P,YNL298W|ERC10|serine/threonine protein kinase CLA4,20200212,SGD
S000006308,FHL1,Regulator of ribosomal protein (RP) transcription,involved_in,GO:0006355,IEA,P,YPR104C|SPP42,20210410,InterPro
S000006308,FHL1,Regulator of ribosomal protein (RP) transcription,involved_in,GO:0006355,IEA,P,YPR104C|SPP42,20210410,InterPro
S000006308,FHL1,Regulator of ribosomal protein (RP) transcription,involved_in,GO:0006355,IEA,P,YPR104C|SPP42,20210410,InterPro
S000003130,SUT1,Zn(II)2Cys6 family transcription factor,involved_in,GO:0000122,IMP,P,YGL162W,20200212,SGD
S000003130,SUT1,Zn(II)2Cys6 family transcription factor,involved_in,GO:0045944,IMP,P,YGL162W,20200212,SGD
S000000973,RAD3,5' to 3' DNA helicase,involved_in,GO:0006366,IDA,P,YER171W|REM1|TFIIH/NER complex ATP-dependent 5'-3' DNA helicase subunit RAD3,20100519,SGD
S000000963,SPT2,Protein involved in negative regulation of transcription,involved_in,GO:0000122,IMP,P,YER161C|EXA1|SIN1,20070604,SGD
S000000999,STE20,Cdc42p-activated signal transducing kinase,involved_in,GO:0000122,IMP,P,YHL007C|mitogen-activated protein kinase kinase kinase kinase STE20,20200212,SGD
S000002800,SPT3,Subunit of the SAGA and SAGA-like transcriptional regulatory complexes,involved_in,GO:0006366,IMP,P,YDR392W|transcriptional regulator SPT3,20080204,SGD
S000002667,YAP6,Basic leucine zipper (bZIP) transcription factor,enables,GO:0003700,IEA,F,YDR259C|HAL7,20210410,InterPro
S000004218,ECM22,Sterol regulatory element binding protein,involved_in,GO:0045944,IGI,P,YLR228C,20200212,SGD
S000004218,ECM22,Sterol regulatory element binding protein,involved_in,GO:0045944,IMP,P,YLR228C,20200212,SGD
S000004218,ECM22,Sterol regulatory element binding protein,involved_in,GO:0045944,IMP,P,YLR228C,20200212,SGD
S000004645,ARG80,Transcription factor involved in regulating arginine-responsive genes,involved_in,GO:0045944,IMP,P,YMR042W|ARGRI|ARGR1,20141028,SGD
S000002580,ARG82,Inositol polyphosphate multikinase (IPMK),involved_in,GO:0000122,IMP,P,YDR173C|ARGRIII|ARGR3|IPK2|inositol polyphosphate multikinase,20071219,SGD
S000002580,ARG82,Inositol polyphosphate multikinase (IPMK),involved_in,GO:0045944,IMP,P,YDR173C|ARGRIII|ARGR3|IPK2|inositol polyphosphate multikinase,20071219,SGD
S000002621,UPC2,Sterol regulatory element binding protein,involved_in,GO:0045944,IMP,P,YDR213W|MOX4,20200212,SGD
S000002621,UPC2,Sterol regulatory element binding protein,involved_in,GO:0045944,IMP,P,YDR213W|MOX4,20200212,SGD
S000002621,UPC2,Sterol regulatory element binding protein,involved_in,GO:0045944,IMP,P,YDR213W|MOX4,20200212,SGD
S000006213,SUT2,Zn2Cys6 family transcription factor,involved_in,GO:0000122,IMP,P,YPR009W,20200212,SGD
S000006213,SUT2,Zn2Cys6 family transcription factor,involved_in,GO:0045944,IMP,P,YPR009W,20200212,SGD
S000005996,GCR1,Transcriptional activator of genes involved in glycolysis,involved_in,GO:0045944,IMP,P,YPL075W|LPF10|SIT3|transcription regulator GCR1,20030402,SGD
S000005996,GCR1,Transcriptional activator of genes involved in glycolysis,involved_in,GO:0045944,IMP,P,YPL075W|LPF10|SIT3|transcription regulator GCR1,20110620,SGD
S000005996,GCR1,Transcriptional activator of genes involved in glycolysis,involved_in,GO:0045944,IMP,P,YPL075W|LPF10|SIT3|transcription regulator GCR1,20110620,SGD
S000005473,SKM1,Member of the PAK family of serine/threonine protein kinases,involved_in,GO:0000122,IMP,P,YOL113W|putative serine/threonine protein kinase SKM1,20200212,SGD
S000002264,PHO2,Homeobox transcription factor,involved_in,GO:0045944,IMP,P,YDL106C|phoB|BAS2|GRF10,20100125,SGD
S000002264,PHO2,Homeobox transcription factor,involved_in,GO:0045944,IGI,P,YDL106C|phoB|BAS2|GRF10,20100125,SGD
S000002264,PHO2,Homeobox transcription factor,involved_in,GO:0045944,IMP,P,YDL106C|phoB|BAS2|GRF10,20100125,SGD
S000002264,PHO2,Homeobox transcription factor,involved_in,GO:0045944,IGI,P,YDL106C|phoB|BAS2|GRF10,20100125,SGD
S000001930,PHO4,Basic helix-loop-helix (bHLH) transcription factor of the myc-family,enables,GO:0003700,IMP,F,YFR034C|phoD|phosphate-sensing transcription factor PHO4,20160113,SGD
S000001930,PHO4,Basic helix-loop-helix (bHLH) transcription factor of the myc-family,involved_in,GO:0045944,IMP,P,YFR034C|phoD|phosphate-sensing transcription factor PHO4,20160113,SGD
S000001930,PHO4,Basic helix-loop-helix (bHLH) transcription factor of the myc-family,involved_in,GO:0045944,IGI,P,YFR034C|phoD|phosphate-sensing transcription factor PHO4,20160113,SGD
S000001930,PHO4,Basic helix-loop-helix (bHLH) transcription factor of the myc-family,involved_in,GO:0045944,IMP,P,YFR034C|phoD|phosphate-sensing transcription factor PHO4,20160113,SGD
S000004004,PPR1,Zinc finger transcription factor,involved_in,GO:0045944,IDA,P,YLR014C,20120201,SGD
S000003490,RAD2,Single-stranded DNA endonuclease,involved_in,GO:0006366,IGI,P,YGR258C|ssDNA endodeoxyribonuclease RAD2,20071019,SGD
S000003490,RAD2,Single-stranded DNA endonuclease,involved_in,GO:0006366,IGI,P,YGR258C|ssDNA endodeoxyribonuclease RAD2,20071019,SGD
S000006400,YPR196W,Putative maltose-responsive transcription factor,involved_in,GO:0006355,IEA,P,YPR196W|putative maltose-responsive transcription factor,20210410,InterPro
S000006400,YPR196W,Putative maltose-responsive transcription factor,involved_in,GO:0006355,IEA,P,YPR196W|putative maltose-responsive transcription factor,20210410,InterPro
S000006400,YPR196W,Putative maltose-responsive transcription factor,involved_in,GO:0006355,IEA,P,YPR196W|putative maltose-responsive transcription factor,20210410,InterPro
S000005677,RPB2,RNA polymerase II second largest subunit B150,involved_in,GO:0006366,IMP,P,YOR151C|B150|RPB150|RPO22|SIT2|SOH2|DNA-directed RNA polymerase II core subunit RPB2,20090512,SGD
S000004443,LEU3,"Zinc-knuckle transcription factor, repressor and activator",involved_in,GO:0000122,IDA,P,YLR451W|leucine-responsive transcriptional regulator LEU3,20160107,SGD
S000004443,LEU3,"Zinc-knuckle transcription factor, repressor and activator",involved_in,GO:0045944,IDA,P,YLR451W|leucine-responsive transcriptional regulator LEU3,20160107,SGD
S000004443,LEU3,"Zinc-knuckle transcription factor, repressor and activator",involved_in,GO:0045944,IDA,P,YLR451W|leucine-responsive transcriptional regulator LEU3,20111213,SGD
S000004443,LEU3,"Zinc-knuckle transcription factor, repressor and activator",involved_in,GO:0045944,IMP,P,YLR451W|leucine-responsive transcriptional regulator LEU3,20111213,SGD
S000000703,RDS1,Putative zinc cluster transcription factor,involved_in,GO:0006355,IEA,P,YCR106W,20210410,InterPro
S000000703,RDS1,Putative zinc cluster transcription factor,involved_in,GO:0006355,IEA,P,YCR106W,20210410,InterPro
S000005937,SWI1,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YPL016W|ADR6|GAM3|LPA1|[SWI+]|[SWI(+)],20120215,SGD
S000005937,SWI1,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YPL016W|ADR6|GAM3|LPA1|[SWI+]|[SWI(+)],20120214,SGD
S000005937,SWI1,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YPL016W|ADR6|GAM3|LPA1|[SWI+]|[SWI(+)],20120214,SGD
S000004172,SWI6,Transcription cofactor,involved_in,GO:0045944,IDA,P,YLR182W|PSL8|SDS11|transcriptional regulator SWI6,20120216,SGD
S000005449,HAL9,Putative transcription factor containing a zinc finger,involved_in,GO:0006351,IEA,P,YOL089C,20210410,InterPro
S000000636,MATALPHA1,Transcriptional co-activator that regulates mating-type-specific genes,involved_in,GO:0006357,IMP,P,YCR040W|ALPHA1|transcriptional co-activator mating type protein alpha,20090421,SGD
S000000571,HMLALPHA1,Silenced copy of ALPHA1 at HML,involved_in,GO:0006357,ISA,P,YCL066W|ALPHA1|transcriptional co-activator mating type protein alpha,20130429,SGD
S000000635,MATALPHA2,Homeobox-domain protein,enables,GO:0001227,IDA,F,YCR039C|ALPHA2|homeodomain mating type protein alpha2,20130326,SGD
S000000572,HMLALPHA2,Silenced copy of ALPHA2 at HML,enables,GO:0001227,ISA,F,YCL067C|ALPHA2|homeodomain mating type protein alpha2,20130429,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,enables,GO:0003700,IDA,F,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20010118,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0006357,IDA,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20030321,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20160822,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20150316,SGD
S000003041,HSF1,Trimeric heat shock transcription factor,involved_in,GO:0045944,IMP,P,YGL073W|EXA3|MAS3|stress-responsive transcription factor HSF1,20150316,SGD
S000002157,NHP6B,High-mobility group (HMG) protein,involved_in,GO:0006366,IGI,P,YBR089C-A|YBR090C-A|high-mobility group nucleosome-binding protein,20100316,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0000122,IMP,P,YMR043W|FUN80|transcription factor MCM1,20120130,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0000122,IDA,P,YMR043W|FUN80|transcription factor MCM1,20120130,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0045944,IMP,P,YMR043W|FUN80|transcription factor MCM1,20120130,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0045944,IMP,P,YMR043W|FUN80|transcription factor MCM1,20120130,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0045944,IMP,P,YMR043W|FUN80|transcription factor MCM1,20120130,SGD
S000004646,MCM1,Transcription factor,involved_in,GO:0045944,IDA,P,YMR043W|FUN80|transcription factor MCM1,20120130,SGD
S000004564,TAF13,TFIID subunit (19 kDa),involved_in,GO:0006366,IDA,P,YML098W|TAF19|FUN81|TafII19,20090819,SGD
S000004564,TAF13,TFIID subunit (19 kDa),involved_in,GO:0006366,IDA,P,YML098W|TAF19|FUN81|TafII19,20090819,SGD
S000005160,RAP1,Essential DNA-binding transcription regulator that binds many loci,involved_in,GO:0000122,IMP,P,YNL216W|GRF1|TBA1|TUF1|DNA-binding transcription factor RAP1|GRC4,20120502,SGD
S000005160,RAP1,Essential DNA-binding transcription regulator that binds many loci,involved_in,GO:0045944,IMP,P,YNL216W|GRF1|TBA1|TUF1|DNA-binding transcription factor RAP1|GRC4,20120502,SGD
S000002981,PDR1,Transcription factor that regulates the pleiotropic drug response,involved_in,GO:0045944,IMP,P,YGL013C|AMY1|ANT1|BOR2|CYH3|NRA2|SMR2|TIL1|TPE1|TPE3|drug-responsive transcription factor PDR1,20141029,SGD
S000002981,PDR1,Transcription factor that regulates the pleiotropic drug response,involved_in,GO:0045944,IMP,P,YGL013C|AMY1|ANT1|BOR2|CYH3|NRA2|SMR2|TIL1|TPE1|TPE3|drug-responsive transcription factor PDR1,20141029,SGD
S000002981,PDR1,Transcription factor that regulates the pleiotropic drug response,involved_in,GO:0045944,IMP,P,YGL013C|AMY1|ANT1|BOR2|CYH3|NRA2|SMR2|TIL1|TPE1|TPE3|drug-responsive transcription factor PDR1,20141029,SGD
S000003083,SNF4,Activating gamma subunit of the AMP-activated Snf1p kinase complex,involved_in,GO:0006357,IGI,P,YGL115W|CAT3|SCI1|AMP-activated serine/threonine-protein kinase regulatory subunit SNF4,20070312,SGD
S000004581,DAT1,DNA binding protein that recognizes oligo(dA).oligo(dT) tracts,involved_in,GO:0000122,IMP,P,YML113W,20020617,SGD
S000001930,PHO4,Basic helix-loop-helix (bHLH) transcription factor of the myc-family,involved_in,GO:0000122,IDA,P,YFR034C|phoD|phosphate-sensing transcription factor PHO4,20200921,SGD
S000005468,INO4,Transcription factor involved in phospholipid synthesis,involved_in,GO:0045944,IMP,P,YOL108C,20141030,SGD
S000005468,INO4,Transcription factor involved in phospholipid synthesis,involved_in,GO:0045944,IMP,P,YOL108C,20141030,SGD
S000005468,INO4,Transcription factor involved in phospholipid synthesis,involved_in,GO:0045944,IMP,P,YOL108C,20141028,SGD
S000005468,INO4,Transcription factor involved in phospholipid synthesis,involved_in,GO:0045944,IPI,P,YOL108C,20141028,SGD
S000001595,ABF1,DNA binding protein with possible chromatin-reorganizing activity,involved_in,GO:0000122,IMP,P,YKL112W|SBF1|GFI|BAF1|OBF1|REB2|DNA-binding protein ABF1|SBF-B|EBF2,20051020,SGD
S000001595,ABF1,DNA binding protein with possible chromatin-reorganizing activity,involved_in,GO:0045944,IMP,P,YKL112W|SBF1|GFI|BAF1|OBF1|REB2|DNA-binding protein ABF1|SBF-B|EBF2,20051020,SGD
S000000964,RAD4,Damaged-DNA binding subunit of Nuclear Excision Repair Factor 2,involved_in,GO:0000122,IMP,P,YER162C,20151028,SGD
S000002625,RAD9,DNA damage-dependent checkpoint protein,involved_in,GO:0045944,IMP,P,YDR217C|chromatin-binding protein RAD9,20030626,SGD
S000000316,CYC8,General transcriptional co-repressor,involved_in,GO:0000122,IMP,P,YBR112C|[OCT1+]|[OCT]|CRT8|SSN6|transcription regulator CYC8,20140905,SGD
S000003134,CUP2,Copper-binding transcription factor,involved_in,GO:0006357,IMP,P,YGL166W|ACE1,20111214,SGD
S000001283,RPB3,RNA polymerase II third largest subunit B44,involved_in,GO:0006366,IMP,P,YIL021W|B44|DNA-directed RNA polymerase II core subunit RPB3,20100119,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0000122,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20140930,SGD
S000000680,TUP1,"General repressor of transcription, forms complex with Cyc8p",involved_in,GO:0000122,IMP,P,YCR084C|AAR1|AER2|AMM1|CRT4|CYC9|FLK1|ROX4|SFL2|UMR7|chromatin-silencing transcriptional regulator TUP1,20140905,SGD
S000003821,CBF1,Basic helix-loop-helix (bHLH) protein,involved_in,GO:0000122,IMP,P,YJR060W|CP1|CEP1|CPF1|GFII,20110822,SGD
S000003821,CBF1,Basic helix-loop-helix (bHLH) protein,involved_in,GO:0000122,IMP,P,YJR060W|CP1|CEP1|CPF1|GFII,20130514,SGD
S000003821,CBF1,Basic helix-loop-helix (bHLH) protein,involved_in,GO:0045944,IMP,P,YJR060W|CP1|CEP1|CPF1|GFII,20130514,SGD
S000005952,PHO85,Cyclin-dependent kinase,involved_in,GO:0000122,IGI,P,YPL031C|phoU|LDB15|cyclin-dependent serine/threonine-protein kinase PHO85,20100126,SGD
S000000493,SNF5,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YBR289W|HAF4|SWI10|TYE4,20120215,SGD
S000000493,SNF5,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IGI,P,YBR289W|HAF4|SWI10|TYE4,20120214,SGD
S000000493,SNF5,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IGI,P,YBR289W|HAF4|SWI10|TYE4,20120214,SGD
S000000493,SNF5,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YBR289W|HAF4|SWI10|TYE4,20120214,SGD
S000000842,GLN3,Transcriptional activator in nitrogen catabolite repression system,enables,GO:0003700,IDA,F,YER040W|nitrogen-responsive transcriptional regulator GLN3,20110623,SGD
S000000842,GLN3,Transcriptional activator in nitrogen catabolite repression system,enables,GO:0003700,IMP,F,YER040W|nitrogen-responsive transcriptional regulator GLN3,20110623,SGD
S000000842,GLN3,Transcriptional activator in nitrogen catabolite repression system,involved_in,GO:0045944,IMP,P,YER040W|nitrogen-responsive transcriptional regulator GLN3,20110623,SGD
S000001017,SNF6,Subunit of the SWI/SNF chromatin remodeling complex,involved_in,GO:0045944,IMP,P,YHL025W,20120215,SGD
