assembly_id,annotation_type,species_name,gff3_archive_path,pep_archive_path,cds_archive_path,genome_archive_path,is_reference
yHMPu5000034644_candida_quercitrusa_170307,final,Candida quercitrusa,y1000p_gff3_files/yHMPu5000034644_candida_quercitrusa_170307.final.gff3,y1000p_pep_files/yHMPu5000034644_candida_quercitrusa_170307.final.pep,y1000p_cds_files/yHMPu5000034644_candida_quercitrusa_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034644_candida_quercitrusa_170307.fas.gz,False
yHMPu5000034645_candida_boleticola_201018,final,Candida boleticola,y1000p_gff3_files/yHMPu5000034645_candida_boleticola_201018.final.gff3,y1000p_pep_files/yHMPu5000034645_candida_boleticola_201018.final.pep,y1000p_cds_files/yHMPu5000034645_candida_boleticola_201018.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034645_candida_boleticola_201018.fas.gz,False
yHMPu5000034646_wickerhamiella_cacticola_180604,final,Wickerhamiella cacticola,y1000p_gff3_files/yHMPu5000034646_wickerhamiella_cacticola_180604.final.gff3,y1000p_pep_files/yHMPu5000034646_wickerhamiella_cacticola_180604.final.pep,y1000p_cds_files/yHMPu5000034646_wickerhamiella_cacticola_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034646_wickerhamiella_cacticola_180604.fas.gz,False
yHMPu5000034647_candida_savonica_180604,final,Candida savonica,y1000p_gff3_files/yHMPu5000034647_candida_savonica_180604.final.gff3,y1000p_pep_files/yHMPu5000034647_candida_savonica_180604.final.pep,y1000p_cds_files/yHMPu5000034647_candida_savonica_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034647_candida_savonica_180604.fas.gz,False
yHMPu5000034648_candida_restingae_160519,final,Candida restingae,y1000p_gff3_files/yHMPu5000034648_candida_restingae_160519.final.gff3,y1000p_pep_files/yHMPu5000034648_candida_restingae_160519.final.pep,y1000p_cds_files/yHMPu5000034648_candida_restingae_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034648_candida_restingae_160519.fas.gz,False
yHMPu5000034649_candida_plutei_180604,final,Candida plutei,y1000p_gff3_files/yHMPu5000034649_candida_plutei_180604.final.gff3,y1000p_pep_files/yHMPu5000034649_candida_plutei_180604.final.pep,y1000p_cds_files/yHMPu5000034649_candida_plutei_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034649_candida_plutei_180604.fas.gz,False
yHMPu5000034650_candida_mesenterica_180604,final,Candida mesenterica,y1000p_gff3_files/yHMPu5000034650_candida_mesenterica_180604.final.gff3,y1000p_pep_files/yHMPu5000034650_candida_mesenterica_180604.final.pep,y1000p_cds_files/yHMPu5000034650_candida_mesenterica_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034650_candida_mesenterica_180604.fas.gz,False
yHMPu5000034651_candida_leandrae_170307,final,Candida leandrae,y1000p_gff3_files/yHMPu5000034651_candida_leandrae_170307.final.gff3,y1000p_pep_files/yHMPu5000034651_candida_leandrae_170307.final.pep,y1000p_cds_files/yHMPu5000034651_candida_leandrae_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034651_candida_leandrae_170307.fas.gz,False
yHMPu5000034652_candida_derodonti_SPADES,final,Candida derodonti SPADES,y1000p_gff3_files/yHMPu5000034652_candida_derodonti_SPADES.final.gff3,y1000p_pep_files/yHMPu5000034652_candida_derodonti_SPADES.final.pep,y1000p_cds_files/yHMPu5000034652_candida_derodonti_SPADES.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034652_candida_derodonti_SPADES.fas.gz,False
yHMPu5000034654_aciculoconidium_aculeatum_180604,final,Aciculoconidium aculeatum,y1000p_gff3_files/yHMPu5000034654_aciculoconidium_aculeatum_180604.final.gff3,y1000p_pep_files/yHMPu5000034654_aciculoconidium_aculeatum_180604.final.pep,y1000p_cds_files/yHMPu5000034654_aciculoconidium_aculeatum_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034654_aciculoconidium_aculeatum_180604.fas.gz,False
yHMPu5000034655_botryozyma_nematodophila_190924,final,Botryozyma nematodophila,y1000p_gff3_files/yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.final.gff3,y1000p_pep_files/yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.final.pep,y1000p_cds_files/yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034655_botryozyma_nematodophila_190924.haplomerger2.fas.gz,False
yHMPu5000034656_candida_glaebosa_170307,final,Candida glaebosa,y1000p_gff3_files/yHMPu5000034656_candida_glaebosa_170307.final.gff3,y1000p_pep_files/yHMPu5000034656_candida_glaebosa_170307.final.pep,y1000p_cds_files/yHMPu5000034656_candida_glaebosa_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034656_candida_glaebosa_170307.fas.gz,False
yHMPu5000034657_candida_pseudoglaebosa_170307,final,Candida pseudoglaebosa,y1000p_gff3_files/yHMPu5000034657_candida_pseudoglaebosa_170307.final.gff3,y1000p_pep_files/yHMPu5000034657_candida_pseudoglaebosa_170307.final.pep,y1000p_cds_files/yHMPu5000034657_candida_pseudoglaebosa_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034657_candida_pseudoglaebosa_170307.fas.gz,False
yHMPu5000034658_clavispora_lusitaniae_190924,final,Clavispora lusitaniae,y1000p_gff3_files/yHMPu5000034658_clavispora_lusitaniae_190924.final.gff3,y1000p_pep_files/yHMPu5000034658_clavispora_lusitaniae_190924.final.pep,y1000p_cds_files/yHMPu5000034658_clavispora_lusitaniae_190924.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034658_clavispora_lusitaniae_190924.fas.gz,False
yHMPu5000034659_debaryomyces_hansenii_180604,final,Debaryomyces hansenii,y1000p_gff3_files/yHMPu5000034659_debaryomyces_hansenii_180604.final.gff3,y1000p_pep_files/yHMPu5000034659_debaryomyces_hansenii_180604.final.pep,y1000p_cds_files/yHMPu5000034659_debaryomyces_hansenii_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034659_debaryomyces_hansenii_180604.fas.gz,False
yHMPu5000034660_diddensiella_caesifluorescens_180604,final,Diddensiella caesifluorescens,y1000p_gff3_files/yHMPu5000034660_diddensiella_caesifluorescens_180604.final.gff3,y1000p_pep_files/yHMPu5000034660_diddensiella_caesifluorescens_180604.final.pep,y1000p_cds_files/yHMPu5000034660_diddensiella_caesifluorescens_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034660_diddensiella_caesifluorescens_180604.fas.gz,False
yHMPu5000034661_dipodascus_albidus_180604,final,Dipodascus albidus,y1000p_gff3_files/yHMPu5000034661_dipodascus_albidus_180604.final.gff3,y1000p_pep_files/yHMPu5000034661_dipodascus_albidus_180604.final.pep,y1000p_cds_files/yHMPu5000034661_dipodascus_albidus_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034661_dipodascus_albidus_180604.fas.gz,False
yHMPu5000034662_galactomyces_geotrichum_201018,final,Galactomyces geotrichum,y1000p_gff3_files/yHMPu5000034662_galactomyces_geotrichum_201018.final.gff3,y1000p_pep_files/yHMPu5000034662_galactomyces_geotrichum_201018.final.pep,y1000p_cds_files/yHMPu5000034662_galactomyces_geotrichum_201018.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034662_galactomyces_geotrichum_201018.fas.gz,False
yHMPu5000034663_kloeckera_lindneri_170307,final,Kloeckera lindneri,y1000p_gff3_files/yHMPu5000034663_kloeckera_lindneri_170307.final.gff3,y1000p_pep_files/yHMPu5000034663_kloeckera_lindneri_170307.final.pep,y1000p_cds_files/yHMPu5000034663_kloeckera_lindneri_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034663_kloeckera_lindneri_170307.fas.gz,False
yHMPu5000034664_kodamaea_anthophila_190924,final,Kodamaea anthophila,y1000p_gff3_files/yHMPu5000034664_kodamaea_anthophila_190924.final.gff3,y1000p_pep_files/yHMPu5000034664_kodamaea_anthophila_190924.final.pep,y1000p_cds_files/yHMPu5000034664_kodamaea_anthophila_190924.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034664_kodamaea_anthophila_190924.fas.gz,False
yHMPu5000034665_kodamaea_laetipori_180604,final,Kodamaea laetipori,y1000p_gff3_files/yHMPu5000034665_kodamaea_laetipori_180604.final.gff3,y1000p_pep_files/yHMPu5000034665_kodamaea_laetipori_180604.final.pep,y1000p_cds_files/yHMPu5000034665_kodamaea_laetipori_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034665_kodamaea_laetipori_180604.fas.gz,False
yHMPu5000034666_blastobotrys_terrestris_160519,final,Blastobotrys terrestris,y1000p_gff3_files/yHMPu5000034666_blastobotrys_terrestris_160519.final.gff3,y1000p_pep_files/yHMPu5000034666_blastobotrys_terrestris_160519.final.pep,y1000p_cds_files/yHMPu5000034666_blastobotrys_terrestris_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034666_blastobotrys_terrestris_160519.fas.gz,False
yHMPu5000034667_blastobotrys_serpentis_160519,final,Blastobotrys serpentis,y1000p_gff3_files/yHMPu5000034667_blastobotrys_serpentis_160519.final.gff3,y1000p_pep_files/yHMPu5000034667_blastobotrys_serpentis_160519.final.pep,y1000p_cds_files/yHMPu5000034667_blastobotrys_serpentis_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034667_blastobotrys_serpentis_160519.fas.gz,False
yHMPu5000034668_blastobotrys_robertii_160519,final,Blastobotrys robertii,y1000p_gff3_files/yHMPu5000034668_blastobotrys_robertii_160519.final.gff3,y1000p_pep_files/yHMPu5000034668_blastobotrys_robertii_160519.final.pep,y1000p_cds_files/yHMPu5000034668_blastobotrys_robertii_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034668_blastobotrys_robertii_160519.fas.gz,False
yHMPu5000034669_Blastobotrys_raffinofermentans_SPAdes,final,Blastobotrys raffinofermentans SPAdes,y1000p_gff3_files/yHMPu5000034669_Blastobotrys_raffinofermentans_SPAdes.final.gff3,y1000p_pep_files/yHMPu5000034669_Blastobotrys_raffinofermentans_SPAdes.final.pep,y1000p_cds_files/yHMPu5000034669_Blastobotrys_raffinofermentans_SPAdes.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034669_Blastobotrys_raffinofermentans_SPAdes.fas.gz,False
yHMPu5000034670_blastobotrys_proliferans_160519,final,Blastobotrys proliferans,y1000p_gff3_files/yHMPu5000034670_blastobotrys_proliferans_160519.final.gff3,y1000p_pep_files/yHMPu5000034670_blastobotrys_proliferans_160519.final.pep,y1000p_cds_files/yHMPu5000034670_blastobotrys_proliferans_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034670_blastobotrys_proliferans_160519.fas.gz,False
yHMPu5000034671_blastobotrys_peoriensis_160519,final,Blastobotrys peoriensis,y1000p_gff3_files/yHMPu5000034671_blastobotrys_peoriensis_160519.final.gff3,y1000p_pep_files/yHMPu5000034671_blastobotrys_peoriensis_160519.final.pep,y1000p_cds_files/yHMPu5000034671_blastobotrys_peoriensis_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034671_blastobotrys_peoriensis_160519.fas.gz,False
yHMPu5000034672_blastobotrys_parvus_160519,final,Blastobotrys parvus,y1000p_gff3_files/yHMPu5000034672_blastobotrys_parvus_160519.final.gff3,y1000p_pep_files/yHMPu5000034672_blastobotrys_parvus_160519.final.pep,y1000p_cds_files/yHMPu5000034672_blastobotrys_parvus_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034672_blastobotrys_parvus_160519.fas.gz,False
yHMPu5000034673_blastobotrys_nivea_190924,final,Blastobotrys nivea,y1000p_gff3_files/yHMPu5000034673_blastobotrys_nivea_190924.final.gff3,y1000p_pep_files/yHMPu5000034673_blastobotrys_nivea_190924.final.pep,y1000p_cds_files/yHMPu5000034673_blastobotrys_nivea_190924.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034673_blastobotrys_nivea_190924.fas.gz,False
yHMPu5000034674_blastobotrys_muscicola_160519,final,Blastobotrys muscicola,y1000p_gff3_files/yHMPu5000034674_blastobotrys_muscicola_160519.final.gff3,y1000p_pep_files/yHMPu5000034674_blastobotrys_muscicola_160519.final.pep,y1000p_cds_files/yHMPu5000034674_blastobotrys_muscicola_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034674_blastobotrys_muscicola_160519.fas.gz,False
yHMPu5000034675_blastobotrys_mokoenaii_160519,final,Blastobotrys mokoenaii,y1000p_gff3_files/yHMPu5000034675_blastobotrys_mokoenaii_160519.final.gff3,y1000p_pep_files/yHMPu5000034675_blastobotrys_mokoenaii_160519.final.pep,y1000p_cds_files/yHMPu5000034675_blastobotrys_mokoenaii_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034675_blastobotrys_mokoenaii_160519.fas.gz,False
yHMPu5000034676_blastobotrys_malaysiensis_190924,final,Blastobotrys malaysiensis,y1000p_gff3_files/yHMPu5000034676_blastobotrys_malaysiensis_190924.final.gff3,y1000p_pep_files/yHMPu5000034676_blastobotrys_malaysiensis_190924.final.pep,y1000p_cds_files/yHMPu5000034676_blastobotrys_malaysiensis_190924.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034676_blastobotrys_malaysiensis_190924.fas.gz,False
yHMPu5000034677_blastobotrys_indianensis_180604,final,Blastobotrys indianensis,y1000p_gff3_files/yHMPu5000034677_blastobotrys_indianensis_180604.final.gff3,y1000p_pep_files/yHMPu5000034677_blastobotrys_indianensis_180604.final.pep,y1000p_cds_files/yHMPu5000034677_blastobotrys_indianensis_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034677_blastobotrys_indianensis_180604.fas.gz,False
yHMPu5000034678_lachancea_thermotolerans_180604,final,Lachancea thermotolerans,y1000p_gff3_files/yHMPu5000034678_lachancea_thermotolerans_180604.final.gff3,y1000p_pep_files/yHMPu5000034678_lachancea_thermotolerans_180604.final.pep,y1000p_cds_files/yHMPu5000034678_lachancea_thermotolerans_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034678_lachancea_thermotolerans_180604.fas.gz,False
yHMPu5000034680_blastobotrys_adeninivorans_160519,final,Blastobotrys adeninivorans,y1000p_gff3_files/yHMPu5000034680_blastobotrys_adeninivorans_160519.final.gff3,y1000p_pep_files/yHMPu5000034680_blastobotrys_adeninivorans_160519.final.pep,y1000p_cds_files/yHMPu5000034680_blastobotrys_adeninivorans_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034680_blastobotrys_adeninivorans_160519.fas.gz,False
yHMPu5000034681_blastobotrys_americana_160519,final,Blastobotrys americana,y1000p_gff3_files/yHMPu5000034681_blastobotrys_americana_160519.final.gff3,y1000p_pep_files/yHMPu5000034681_blastobotrys_americana_160519.final.pep,y1000p_cds_files/yHMPu5000034681_blastobotrys_americana_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034681_blastobotrys_americana_160519.fas.gz,False
yHMPu5000034682_blastobotrys_arbuscula_170307,final,Blastobotrys arbuscula,y1000p_gff3_files/yHMPu5000034682_blastobotrys_arbuscula_170307.final.gff3,y1000p_pep_files/yHMPu5000034682_blastobotrys_arbuscula_170307.final.pep,y1000p_cds_files/yHMPu5000034682_blastobotrys_arbuscula_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034682_blastobotrys_arbuscula_170307.fas.gz,False
yHMPu5000034684_blastobotrys_attinorum_201018,final,Blastobotrys attinorum,y1000p_gff3_files/yHMPu5000034684_blastobotrys_attinorum_201018.final.gff3,y1000p_pep_files/yHMPu5000034684_blastobotrys_attinorum_201018.final.pep,y1000p_cds_files/yHMPu5000034684_blastobotrys_attinorum_201018.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034684_blastobotrys_attinorum_201018.fas.gz,False
yHMPu5000034686_blastobotrys_capitulata_170307,final,Blastobotrys capitulata,y1000p_gff3_files/yHMPu5000034686_blastobotrys_capitulata_170307.final.gff3,y1000p_pep_files/yHMPu5000034686_blastobotrys_capitulata_170307.final.pep,y1000p_cds_files/yHMPu5000034686_blastobotrys_capitulata_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034686_blastobotrys_capitulata_170307.fas.gz,False
yHMPu5000034687_blastobotrys_chiropterorum_170307,final,Blastobotrys chiropterorum,y1000p_gff3_files/yHMPu5000034687_blastobotrys_chiropterorum_170307.final.gff3,y1000p_pep_files/yHMPu5000034687_blastobotrys_chiropterorum_170307.final.pep,y1000p_cds_files/yHMPu5000034687_blastobotrys_chiropterorum_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034687_blastobotrys_chiropterorum_170307.fas.gz,False
yHMPu5000034688_blastobotrys_elegans_170307,final,Blastobotrys elegans,y1000p_gff3_files/yHMPu5000034688_blastobotrys_elegans_170307.final.gff3,y1000p_pep_files/yHMPu5000034688_blastobotrys_elegans_170307.final.pep,y1000p_cds_files/yHMPu5000034688_blastobotrys_elegans_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034688_blastobotrys_elegans_170307.fas.gz,False
yHMPu5000034689_blastobotrys_illinoisensiss_170307,final,Blastobotrys illinoisensiss,y1000p_gff3_files/yHMPu5000034689_blastobotrys_illinoisensiss_170307.final.gff3,y1000p_pep_files/yHMPu5000034689_blastobotrys_illinoisensiss_170307.final.pep,y1000p_cds_files/yHMPu5000034689_blastobotrys_illinoisensiss_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034689_blastobotrys_illinoisensiss_170307.fas.gz,False
yHMPu5000034690_lachancea_nothofagi_180604,final,Lachancea nothofagi,y1000p_gff3_files/yHMPu5000034690_lachancea_nothofagi_180604.final.gff3,y1000p_pep_files/yHMPu5000034690_lachancea_nothofagi_180604.final.pep,y1000p_cds_files/yHMPu5000034690_lachancea_nothofagi_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034690_lachancea_nothofagi_180604.fas.gz,False
yHMPu5000034691_lachancea_mirantina_180604,final,Lachancea mirantina,y1000p_gff3_files/yHMPu5000034691_lachancea_mirantina_180604.final.gff3,y1000p_pep_files/yHMPu5000034691_lachancea_mirantina_180604.final.pep,y1000p_cds_files/yHMPu5000034691_lachancea_mirantina_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034691_lachancea_mirantina_180604.fas.gz,False
yHMPu5000034692_lachancea_meyersii_180604,final,Lachancea meyersii,y1000p_gff3_files/yHMPu5000034692_lachancea_meyersii_180604.final.gff3,y1000p_pep_files/yHMPu5000034692_lachancea_meyersii_180604.final.pep,y1000p_cds_files/yHMPu5000034692_lachancea_meyersii_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034692_lachancea_meyersii_180604.fas.gz,False
yHMPu5000034693_Lachancea_lanzarotensis_SPADES,final,Lachancea lanzarotensis SPADES,y1000p_gff3_files/yHMPu5000034693_Lachancea_lanzarotensis_SPADES.final.gff3,y1000p_pep_files/yHMPu5000034693_Lachancea_lanzarotensis_SPADES.final.pep,y1000p_cds_files/yHMPu5000034693_Lachancea_lanzarotensis_SPADES.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034693_Lachancea_lanzarotensis_SPADES.fas.gz,False
yHMPu5000034694_lachancea_kluyveri_180604,final,Lachancea kluyveri,y1000p_gff3_files/yHMPu5000034694_lachancea_kluyveri_180604.final.gff3,y1000p_pep_files/yHMPu5000034694_lachancea_kluyveri_180604.final.pep,y1000p_cds_files/yHMPu5000034694_lachancea_kluyveri_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034694_lachancea_kluyveri_180604.fas.gz,False
yHMPu5000034695_lachancea_fermentati_201018,final,Lachancea fermentati,y1000p_gff3_files/yHMPu5000034695_lachancea_fermentati_201018.final.gff3,y1000p_pep_files/yHMPu5000034695_lachancea_fermentati_201018.final.pep,y1000p_cds_files/yHMPu5000034695_lachancea_fermentati_201018.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034695_lachancea_fermentati_201018.fas.gz,False
yHMPu5000034697_lachancea_dasiensis_190924,final,Lachancea dasiensis,y1000p_gff3_files/yHMPu5000034697_lachancea_dasiensis_190924.final.gff3,y1000p_pep_files/yHMPu5000034697_lachancea_dasiensis_190924.final.pep,y1000p_cds_files/yHMPu5000034697_lachancea_dasiensis_190924.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034697_lachancea_dasiensis_190924.fas.gz,False
yHMPu5000034698_lachancea_cidri_201018,final,Lachancea cidri,y1000p_gff3_files/yHMPu5000034698_lachancea_cidri_201018.haplomerger2.final.gff3,y1000p_pep_files/yHMPu5000034698_lachancea_cidri_201018.haplomerger2.final.pep,y1000p_cds_files/yHMPu5000034698_lachancea_cidri_201018.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034698_lachancea_cidri_201018.haplomerger2.fas.gz,False
yHMPu5000034699_kluyveromyces_wickerhamii_170307,final,Kluyveromyces wickerhamii,y1000p_gff3_files/yHMPu5000034699_kluyveromyces_wickerhamii_170307.final.gff3,y1000p_pep_files/yHMPu5000034699_kluyveromyces_wickerhamii_170307.final.pep,y1000p_cds_files/yHMPu5000034699_kluyveromyces_wickerhamii_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034699_kluyveromyces_wickerhamii_170307.fas.gz,False
yHMPu5000034700_kluyveromyces_siamensis_180604,final,Kluyveromyces siamensis,y1000p_gff3_files/yHMPu5000034700_kluyveromyces_siamensis_180604.final.gff3,y1000p_pep_files/yHMPu5000034700_kluyveromyces_siamensis_180604.final.pep,y1000p_cds_files/yHMPu5000034700_kluyveromyces_siamensis_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034700_kluyveromyces_siamensis_180604.fas.gz,False
yHMPu5000034701_kluyveromyces_nonfermentans_170307,final,Kluyveromyces nonfermentans,y1000p_gff3_files/yHMPu5000034701_kluyveromyces_nonfermentans_170307.final.gff3,y1000p_pep_files/yHMPu5000034701_kluyveromyces_nonfermentans_170307.final.pep,y1000p_cds_files/yHMPu5000034701_kluyveromyces_nonfermentans_170307.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034701_kluyveromyces_nonfermentans_170307.fas.gz,False
yHMPu5000034706_Kazachstania_psychrophila_SPADES,final,Kazachstania psychrophila SPADES,y1000p_gff3_files/yHMPu5000034706_Kazachstania_psychrophila_SPADES.final.gff3,y1000p_pep_files/yHMPu5000034706_Kazachstania_psychrophila_SPADES.final.pep,y1000p_cds_files/yHMPu5000034706_Kazachstania_psychrophila_SPADES.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034706_Kazachstania_psychrophila_SPADES.fas.gz,False
yHMPu5000034708_kazachstania_yasuniensis_180604,final,Kazachstania yasuniensis,y1000p_gff3_files/yHMPu5000034708_kazachstania_yasuniensis_180604.final.gff3,y1000p_pep_files/yHMPu5000034708_kazachstania_yasuniensis_180604.final.pep,y1000p_cds_files/yHMPu5000034708_kazachstania_yasuniensis_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034708_kazachstania_yasuniensis_180604.fas.gz,False
yHMPu5000034709_kluyveromyces_aestuarii_160519,final,Kluyveromyces aestuarii,y1000p_gff3_files/yHMPu5000034709_kluyveromyces_aestuarii_160519.final.gff3,y1000p_pep_files/yHMPu5000034709_kluyveromyces_aestuarii_160519.final.pep,y1000p_cds_files/yHMPu5000034709_kluyveromyces_aestuarii_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034709_kluyveromyces_aestuarii_160519.fas.gz,False
yHMPu5000034710_kluyveromyces_dobzhanskii_160519,final,Kluyveromyces dobzhanskii,y1000p_gff3_files/yHMPu5000034710_kluyveromyces_dobzhanskii_160519.final.gff3,y1000p_pep_files/yHMPu5000034710_kluyveromyces_dobzhanskii_160519.final.pep,y1000p_cds_files/yHMPu5000034710_kluyveromyces_dobzhanskii_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034710_kluyveromyces_dobzhanskii_160519.fas.gz,False
yHMPu5000034711_kluyveromyces_lactis_var_drosophilarum_160519,final,Kluyveromyces lactis var drosophilarum,y1000p_gff3_files/yHMPu5000034711_kluyveromyces_lactis_var_drosophilarum_160519.final.gff3,y1000p_pep_files/yHMPu5000034711_kluyveromyces_lactis_var_drosophilarum_160519.final.pep,y1000p_cds_files/yHMPu5000034711_kluyveromyces_lactis_var_drosophilarum_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034711_kluyveromyces_lactis_var_drosophilarum_160519.fas.gz,False
yHMPu5000034712_kluyveromyces_lactis_var_lactis_160519,final,Kluyveromyces lactis var lactis,y1000p_gff3_files/yHMPu5000034712_kluyveromyces_lactis_var_lactis_160519.final.gff3,y1000p_pep_files/yHMPu5000034712_kluyveromyces_lactis_var_lactis_160519.final.pep,y1000p_cds_files/yHMPu5000034712_kluyveromyces_lactis_var_lactis_160519.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034712_kluyveromyces_lactis_var_lactis_160519.fas.gz,False
yHMPu5000034713_kluyveromyces_marxianus_160519,final,Kluyveromyces marxianus,y1000p_gff3_files/yHMPu5000034713_kluyveromyces_marxianus_160519.haplomerger2.final.gff3,y1000p_pep_files/yHMPu5000034713_kluyveromyces_marxianus_160519.haplomerger2.final.pep,y1000p_cds_files/yHMPu5000034713_kluyveromyces_marxianus_160519.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034713_kluyveromyces_marxianus_160519.haplomerger2.fas.gz,False
yHMPu5000034718_candida_uthaithanina_180604,final,Candida uthaithanina,y1000p_gff3_files/yHMPu5000034718_candida_uthaithanina_180604.final.gff3,y1000p_pep_files/yHMPu5000034718_candida_uthaithanina_180604.final.pep,y1000p_cds_files/yHMPu5000034718_candida_uthaithanina_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034718_candida_uthaithanina_180604.fas.gz,False
yHMPu5000034719_candida_pseudohumilis_180604,final,Candida pseudohumilis,y1000p_gff3_files/yHMPu5000034719_candida_pseudohumilis_180604.haplomerger2.final.gff3,y1000p_pep_files/yHMPu5000034719_candida_pseudohumilis_180604.haplomerger2.final.pep,y1000p_cds_files/yHMPu5000034719_candida_pseudohumilis_180604.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034719_candida_pseudohumilis_180604.haplomerger2.fas.gz,False
yHMPu5000034720_candida_nivariensis_180604,final,Candida nivariensis,y1000p_gff3_files/yHMPu5000034720_candida_nivariensis_180604.final.gff3,y1000p_pep_files/yHMPu5000034720_candida_nivariensis_180604.final.pep,y1000p_cds_files/yHMPu5000034720_candida_nivariensis_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034720_candida_nivariensis_180604.fas.gz,False
yHMPu5000034721_candida_milleri_190924,final,Candida milleri,y1000p_gff3_files/yHMPu5000034721_candida_milleri_190924.haplomerger2.final.gff3,y1000p_pep_files/yHMPu5000034721_candida_milleri_190924.haplomerger2.final.pep,y1000p_cds_files/yHMPu5000034721_candida_milleri_190924.haplomerger2.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034721_candida_milleri_190924.haplomerger2.fas.gz,False
yHMPu5000034722_candida_kungkrabaensis_180604,final,Candida kungkrabaensis,y1000p_gff3_files/yHMPu5000034722_candida_kungkrabaensis_180604.final.gff3,y1000p_pep_files/yHMPu5000034722_candida_kungkrabaensis_180604.final.pep,y1000p_cds_files/yHMPu5000034722_candida_kungkrabaensis_180604.final.cds.tar.gz,y1000p_genome_files/yHMPu5000034722_candida_kungkrabaensis_180604.fas.gz,False
